Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower
Audi,Q5,134355,Automatic,2013,2023-01-22,2023-12-20,Advanced,261
Mercedes-Benz,S-Class,36196,Automatic,2016,2023-09-18,2024-01-01,Luxe,463
BMW,X3,101324,Automatic,2011,2023-05-30,2024-01-27,Base,382
Ford,F-150,112346,Automatic,2018,2023-08-29,2023-12-25,Luxe,400
Audi,Q5,86228,Automatic,2000,2023-08-26,2023-11-27,Base,349
Mercedes-Benz,C-Class,181613,Manual,2017,2023-05-19,2024-01-14,Advanced,385
Toyota,Corolla,173557,Automatic,2016,2022-12-29,2023-12-06,Base,139
Chevrolet,Malibu,125074,Automatic,2005,2023-04-03,2023-12-27,Base,182
Toyota,RAV4,116282,Manual,2003,2023-05-18,2024-01-30,Full,203
Mercedes-Benz,C-Class,95706,Automatic,2020,2023-03-05,2024-01-15,Advanced,385
Toyota,RAV4,77072,Automatic,2007,2023-04-04,2023-12-13,Luxe,203
BMW,3 Series,168275,Automatic,2004,2022-12-13,2024-01-28,Base,382
Audi,A4,65029,Automatic,2020,2022-12-02,2023-11-16,Base,261
Toyota,Camry,98475,Automatic,2000,2023-01-10,2024-01-25,Base,301
Audi,A6,87795,Automatic,2014,2023-07-23,2024-01-15,Base,335
Toyota,Corolla,138237,Automatic,2015,2023-02-19,2023-12-26,Base,169
BMW,X5,28710,Automatic,2010,2023-02-12,2023-11-20,Base,456
Audi,Q5,127010,Automatic,2020,2023-01-28,2023-11-27,Advanced,349
Ford,Fusion,28556,Manual,2022,2023-01-12,2023-12-22,Luxe,325
Audi,A6,140476,Automatic,2000,2023-02-06,2024-02-06,Luxe,335
Mercedes-Benz,E-Class,80018,Automatic,2007,2022-12-10,2023-11-29,Base,362
Toyota,RAV4,20827,Automatic,2015,2023-02-23,2023-11-30,Luxe,219
Ford,F-150,191528,Automatic,2002,2023-10-15,2023-12-15,Luxe,400
Mercedes-Benz,GLC,136483,Automatic,2012,2023-07-18,2023-11-24,Advanced,255
Ford,Explorer,69259,Automatic,2010,2023-08-19,2024-01-10,Full,300
Ford,F-150,156268,Automatic,2013,2023-05-10,2024-01-12,Base,400
Audi,Q7,169646,Manual,2002,2023-05-13,2024-02-03,Full,335
Audi,Q7,32799,Automatic,2018,2022-12-03,2023-12-17,Base,335
Ford,Fusion,15045,Automatic,2015,2022-12-28,2024-01-06,Advanced,325
Toyota,Corolla,87774,Automatic,2020,2023-05-28,2023-11-16,Luxe,139
Toyota,RAV4,139537,Automatic,2023,2023-07-04,2024-01-29,Luxe,203
Toyota,RAV4,175078,Automatic,2023,2022-12-31,2023-11-28,Advanced,203
Toyota,RAV4,106963,Automatic,2019,2023-06-11,2023-12-16,Full,219
Audi,Q5,143447,Automatic,2023,2023-10-06,2023-12-03,Luxe,349
Chevrolet,Equinox,61460,Automatic,2016,2023-03-19,2023-11-16,Advanced,252
Chevrolet,Equinox,101854,Automatic,2000,2023-03-19,2024-01-30,Advanced,170
BMW,3 Series,116310,Automatic,2007,2023-02-09,2023-12-31,Base,382
BMW,X5,65279,Automatic,2021,2023-03-31,2024-01-06,Full,335
Mercedes-Benz,GLC,158760,Automatic,2017,2023-10-14,2023-11-17,Full,255
Audi,Q5,185004,Automatic,2017,2023-08-29,2024-01-16,Advanced,261
Audi,A4,198000,Automatic,2009,2023-03-30,2024-01-18,Luxe,261
Ford,F-150,24696,Automatic,2023,2023-05-03,2023-11-16,Full,400
Chevrolet,Silverado,180517,Automatic,2004,2023-09-18,2024-01-08,Full,285
BMW,5 Series,172532,Automatic,2015,2023-02-02,2023-12-30,Advanced,335
Audi,A6,91659,Automatic,2017,2023-02-27,2024-01-23,Full,248
Audi,A4,100320,Automatic,2005,2023-10-21,2024-02-10,Luxe,261
Ford,F-150,105945,Automatic,2009,2023-08-26,2023-12-07,Advanced,400
Mercedes-Benz,GLC,158092,Automatic,2020,2023-09-08,2023-12-06,Base,255
BMW,3 Series,55340,Automatic,2003,2023-10-14,2024-01-12,Full,382
Chevrolet,Impala,172975,Automatic,2008,2023-05-28,2024-01-28,Advanced,305
BMW,X3,163190,Automatic,2014,2023-03-06,2023-11-29,Base,382
Toyota,Camry,115558,Automatic,2010,2023-09-25,2023-11-25,Base,301
Toyota,RAV4,172870,Automatic,2023,2023-04-12,2024-02-05,Full,219
Ford,F-150,136194,Automatic,2023,2023-10-04,2024-01-21,Luxe,400
BMW,3 Series,156186,Automatic,2008,2023-07-31,2023-11-24,Base,255
Ford,Fusion,182665,Automatic,2022,2023-08-07,2023-12-21,Base,188
Ford,F-150,192440,Automatic,2011,2023-05-26,2023-11-26,Advanced,400
BMW,3 Series,115112,Automatic,2017,2023-09-15,2024-01-21,Luxe,382
Audi,A6,165364,Automatic,2013,2023-07-25,2024-01-23,Full,248
Toyota,Corolla,108793,Automatic,2015,2023-02-20,2024-02-07,Base,169
BMW,3 Series,62386,Automatic,2005,2023-09-10,2024-02-05,Luxe,382
Audi,Q7,191108,Automatic,2023,2023-01-27,2023-11-19,Advanced,335
BMW,X3,168622,Automatic,2013,2023-04-21,2024-01-27,Luxe,248
Ford,Fusion,43275,Automatic,2001,2022-11-22,2024-02-06,Luxe,325
Ford,Explorer,140481,Automatic,2001,2023-02-04,2024-01-02,Advanced,300
Mercedes-Benz,C-Class,77015,Automatic,2019,2023-04-26,2024-02-12,Advanced,255
Mercedes-Benz,E-Class,105855,Automatic,2001,2023-03-05,2023-12-31,Base,255
Toyota,Prius,138917,Automatic,2015,2023-04-16,2023-12-21,Advanced,121
Mercedes-Benz,E-Class,175983,Automatic,2012,2023-05-17,2023-12-19,Base,255
Ford,Fusion,161440,Automatic,2016,2023-11-03,2024-01-26,Advanced,188
BMW,X3,72532,Automatic,2006,2023-11-13,2024-01-14,Base,382
BMW,X3,138474,Automatic,2008,2023-03-27,2024-01-13,Luxe,248
Toyota,Corolla,162849,Automatic,2001,2023-11-11,2023-12-11,Advanced,169
Mercedes-Benz,GLC,150211,Automatic,2016,2023-10-22,2023-12-03,Luxe,255
Audi,A4,134443,Automatic,2009,2023-09-23,2024-02-09,Base,261
Mercedes-Benz,S-Class,197909,Automatic,2019,2023-03-04,2024-02-03,Luxe,362
Ford,Mustang,182446,Automatic,2019,2023-06-05,2024-01-08,Full,300
Mercedes-Benz,E-Class,185916,Automatic,2015,2023-08-14,2023-12-29,Base,255
Toyota,Prius,119597,Automatic,2002,2022-12-23,2023-11-29,Advanced,121
Mercedes-Benz,S-Class,77048,Manual,2021,2023-07-16,2023-12-25,Luxe,463
BMW,X5,40100,Automatic,2017,2023-10-06,2023-12-28,Base,456
Audi,A4,95855,Automatic,2002,2023-05-18,2024-01-22,Full,261
Ford,Mustang,80667,Automatic,2002,2023-02-22,2024-02-04,Base,450
Chevrolet,Impala,85720,Automatic,2010,2022-12-17,2023-12-23,Luxe,305
Mercedes-Benz,C-Class,137392,Automatic,2018,2023-02-28,2023-12-14,Base,255
Audi,A4,26735,Automatic,2004,2023-09-15,2024-01-19,Luxe,261
Audi,Q7,25200,Automatic,2018,2022-12-14,2023-11-24,Luxe,335
Toyota,Prius,62986,Automatic,2009,2023-07-31,2024-02-12,Advanced,121
Toyota,Prius,109091,Automatic,2022,2023-08-03,2024-01-27,Base,121
Mercedes-Benz,S-Class,133357,Automatic,2018,2023-01-09,2024-01-04,Base,362
Mercedes-Benz,GLC,92182,Automatic,2003,2023-07-14,2024-02-06,Full,362
Mercedes-Benz,S-Class,141875,Automatic,2005,2023-03-10,2024-01-05,Base,362
Audi,A6,107391,Automatic,2019,2023-03-27,2023-12-18,Luxe,248
Toyota,Prius,110731,Automatic,2005,2023-05-19,2024-02-08,Base,121
Mercedes-Benz,E-Class,154756,Automatic,2005,2023-05-31,2024-01-18,Luxe,255
Ford,Fusion,168020,Automatic,2023,2023-03-18,2023-12-27,Full,188
Mercedes-Benz,GLC,11091,Automatic,2020,2023-09-24,2023-12-27,Luxe,255
Ford,Explorer,102883,Automatic,2019,2023-06-12,2024-01-06,Advanced,300
BMW,3 Series,93447,Automatic,2003,2023-01-25,2024-02-01,Full,382
Toyota,Prius,174987,Automatic,2003,2023-03-05,2023-12-25,Advanced,121
Toyota,RAV4,108115,Automatic,2016,2023-01-14,2024-01-30,Luxe,203
BMW,5 Series,54652,Automatic,2012,2023-10-02,2024-01-19,Base,335
Toyota,Prius,51738,Automatic,2023,2023-06-07,2023-11-18,Luxe,121
Audi,A6,93502,Automatic,2012,2023-08-31,2023-12-15,Advanced,335
BMW,X3,141559,Automatic,2001,2023-10-01,2024-01-21,Luxe,248
Toyota,Corolla,187764,Automatic,2017,2022-11-17,2023-12-02,Advanced,169
Toyota,Prius,100690,Automatic,2022,2023-03-19,2024-02-06,Base,121
Toyota,RAV4,100438,Automatic,2011,2023-01-12,2023-12-17,Advanced,219
BMW,3 Series,122226,Automatic,2020,2023-03-24,2023-12-27,Full,255
Toyota,Corolla,92659,Automatic,2017,2023-08-13,2023-12-20,Full,169
Mercedes-Benz,E-Class,10245,Automatic,2007,2023-05-10,2024-02-08,Base,255
Ford,Mustang,177133,Automatic,2003,2023-08-29,2023-11-23,Full,300
BMW,5 Series,186071,Automatic,2022,2023-09-24,2023-11-17,Base,335
Toyota,RAV4,117917,Automatic,2016,2023-08-19,2023-12-10,Base,203
Audi,Q5,179838,Automatic,2000,2023-06-25,2024-01-13,Base,349
Audi,A4,28429,Automatic,2003,2023-02-21,2024-01-08,Full,261
BMW,3 Series,57228,Automatic,2009,2023-09-10,2023-12-19,Base,255
Audi,Q5,195069,Automatic,2018,2023-10-14,2024-01-07,Luxe,349
Audi,A4,179672,Automatic,2012,2023-07-25,2023-12-14,Base,261
Toyota,Corolla,80432,Automatic,2022,2023-02-25,2024-01-31,Full,139
BMW,X5,35468,Automatic,2013,2023-09-24,2023-11-27,Advanced,335
Chevrolet,Silverado,48855,Automatic,2021,2022-12-04,2024-01-29,Base,285
Chevrolet,Impala,112795,Automatic,2000,2022-11-25,2023-11-27,Base,305
Audi,A6,84849,Automatic,2014,2023-07-01,2023-12-16,Advanced,248
Ford,F-150,122760,Automatic,2008,2023-07-02,2023-12-10,Base,400
BMW,X3,177208,Automatic,2017,2023-02-15,2023-12-04,Full,382
Audi,Q7,154639,Automatic,2008,2023-03-26,2023-12-01,Full,335
Mercedes-Benz,S-Class,140020,Automatic,2003,2022-11-27,2024-01-17,Base,463
Toyota,RAV4,112158,Automatic,2000,2023-10-23,2024-01-07,Full,219
Toyota,RAV4,94201,Automatic,2010,2023-02-03,2023-12-14,Full,219
Ford,Fusion,165513,Automatic,2004,2023-06-15,2023-12-05,Base,325
BMW,3 Series,194298,Automatic,2017,2023-10-22,2023-11-20,Full,382
BMW,X5,188631,Automatic,2008,2023-04-11,2024-01-29,Base,456
Mercedes-Benz,S-Class,123278,Automatic,2006,2023-03-28,2023-12-27,Full,362
Audi,A6,141901,Automatic,2019,2023-07-06,2024-02-11,Full,248
Ford,Explorer,16201,Automatic,2010,2023-06-28,2023-11-22,Full,300
Audi,Q7,165990,Automatic,2009,2023-07-12,2024-01-17,Advanced,335
Ford,Mustang,24375,Automatic,2018,2023-01-08,2023-11-27,Advanced,450
Toyota,RAV4,138187,Automatic,2012,2023-04-02,2023-11-16,Full,219
Audi,Q7,111637,Automatic,2018,2023-08-12,2023-11-25,Full,335
Mercedes-Benz,S-Class,157855,Automatic,2020,2023-07-22,2024-01-09,Advanced,463
BMW,X5,26209,Automatic,2007,2022-11-18,2024-01-13,Base,456
Chevrolet,Impala,43695,Automatic,2018,2023-06-26,2024-02-13,Advanced,305
Chevrolet,Equinox,73084,Automatic,2007,2023-05-26,2023-12-20,Base,252
Audi,Q5,86936,Automatic,2007,2023-02-14,2024-01-18,Full,261
Mercedes-Benz,S-Class,32799,Automatic,2013,2023-11-11,2024-01-01,Base,463
Chevrolet,Equinox,165473,Automatic,2001,2023-03-30,2023-12-22,Luxe,170
Toyota,Camry,59185,Automatic,2011,2023-09-20,2023-11-21,Advanced,203
BMW,X5,127864,Automatic,2017,2023-06-23,2023-12-19,Base,335
Audi,A6,51042,Automatic,2018,2022-12-19,2023-12-15,Advanced,335
Ford,Fusion,96016,Automatic,2011,2022-12-31,2024-01-13,Base,188
Audi,Q7,14777,Automatic,2011,2023-02-15,2023-12-18,Full,335
Audi,A6,49367,Automatic,2012,2023-07-23,2023-12-10,Base,335
Ford,Mustang,162797,Automatic,2018,2023-02-02,2024-02-13,Base,450
Mercedes-Benz,C-Class,137803,Automatic,2008,2023-01-25,2024-02-06,Luxe,385
Toyota,Camry,56515,Automatic,2002,2023-03-15,2023-12-14,Base,203
BMW,3 Series,80704,Automatic,2018,2023-01-09,2023-12-23,Luxe,255
Mercedes-Benz,GLC,99050,Automatic,2008,2023-10-10,2023-12-10,Advanced,255
Mercedes-Benz,GLC,125785,Automatic,2009,2023-01-11,2024-02-06,Advanced,362
Audi,A4,116463,Automatic,2002,2023-05-23,2023-12-30,Advanced,261
Audi,Q7,36936,Automatic,2011,2023-09-07,2023-12-16,Full,335
BMW,X3,127846,Automatic,2002,2022-12-24,2023-12-16,Advanced,382
Toyota,Camry,196229,Automatic,2012,2023-03-16,2024-01-21,Base,203
Audi,A6,23197,Automatic,2011,2023-10-01,2024-01-19,Full,335
Chevrolet,Impala,181346,Automatic,2017,2023-04-09,2024-01-21,Advanced,305
Mercedes-Benz,E-Class,56271,Automatic,2017,2023-03-21,2023-12-24,Luxe,255
BMW,X3,79491,Automatic,2010,2022-12-24,2023-11-24,Luxe,382
BMW,X3,101516,Automatic,2003,2023-02-05,2023-12-12,Advanced,382
Audi,A6,133833,Automatic,2021,2023-02-13,2024-01-29,Luxe,335
Toyota,Camry,49387,Automatic,2017,2023-10-23,2023-11-19,Base,208
Toyota,RAV4,162093,Automatic,2011,2022-11-17,2023-11-17,Advanced,203
Audi,A4,86452,Automatic,2011,2023-01-15,2023-12-09,Luxe,261
Ford,F-150,164485,Automatic,2014,2023-10-24,2023-11-22,Full,400
Toyota,RAV4,170939,Automatic,2012,2023-01-29,2024-01-22,Base,203
Chevrolet,Silverado,55545,Automatic,2000,2023-08-16,2023-12-18,Base,285
Mercedes-Benz,S-Class,160822,Automatic,2001,2022-12-28,2024-02-09,Base,362
Audi,Q5,134210,Automatic,2002,2023-08-04,2023-12-16,Luxe,349
Mercedes-Benz,C-Class,114387,Automatic,2017,2023-03-02,2023-12-30,Base,255
BMW,3 Series,174156,Automatic,2010,2023-06-19,2023-12-14,Luxe,382
BMW,X5,159161,Automatic,2000,2023-01-13,2023-11-30,Advanced,456
Audi,Q7,120406,Automatic,2016,2023-06-22,2023-11-16,Full,335
Mercedes-Benz,GLC,67658,Automatic,2016,2022-12-19,2024-02-04,Advanced,255
Audi,Q7,27151,Automatic,2006,2022-12-24,2024-01-05,Luxe,335
Mercedes-Benz,E-Class,170673,Automatic,2002,2023-01-05,2023-12-10,Base,362
Mercedes-Benz,GLC,54576,Automatic,2000,2023-08-22,2023-12-07,Luxe,255
BMW,X3,99044,Automatic,2015,2023-05-20,2023-12-10,Luxe,382
Chevrolet,Malibu,27546,Automatic,2007,2023-04-11,2023-12-10,Advanced,250
Chevrolet,Impala,168888,Automatic,2016,2023-01-10,2023-11-22,Full,305
Chevrolet,Silverado,132424,Automatic,2009,2023-07-25,2023-12-04,Base,355
Audi,Q5,19450,Automatic,2019,2023-03-19,2024-01-04,Luxe,261
BMW,3 Series,163611,Manual,2021,2023-10-07,2023-12-12,Full,382
Mercedes-Benz,S-Class,88583,Automatic,2017,2023-01-23,2024-01-24,Luxe,362
Chevrolet,Impala,66269,Automatic,2011,2022-12-28,2023-12-13,Advanced,305
Mercedes-Benz,E-Class,137651,Automatic,2005,2023-10-11,2023-12-26,Base,362
Ford,Fusion,106454,Automatic,2006,2023-02-24,2024-01-27,Full,188
Audi,Q7,161469,Automatic,2003,2023-06-01,2023-12-17,Luxe,335
Ford,Explorer,43182,Automatic,2003,2023-03-20,2024-01-22,Base,290
BMW,3 Series,138183,Automatic,2021,2023-05-05,2023-11-23,Full,255
BMW,5 Series,116861,Automatic,2018,2023-05-17,2023-12-30,Full,248
Toyota,Camry,35425,Automatic,2004,2023-01-16,2024-01-28,Luxe,203
BMW,3 Series,148400,Automatic,2007,2023-03-14,2023-11-25,Full,382
Ford,Explorer,70851,Automatic,2008,2023-07-12,2023-12-08,Advanced,300
Audi,Q7,24689,Automatic,2005,2023-08-11,2024-01-06,Base,335
BMW,X5,171304,Automatic,2007,2023-05-23,2023-12-06,Full,335
Ford,Explorer,196146,Automatic,2019,2023-05-02,2024-01-24,Luxe,290
Mercedes-Benz,GLC,143256,Automatic,2005,2023-04-29,2024-01-04,Advanced,362
BMW,5 Series,13910,Automatic,2003,2023-08-14,2023-12-31,Full,248
Chevrolet,Silverado,61747,Automatic,2020,2023-10-24,2023-11-26,Base,355
Ford,Explorer,77405,Automatic,2002,2023-03-27,2024-01-03,Luxe,290
Toyota,RAV4,68592,Automatic,2021,2023-09-18,2024-01-22,Advanced,203
BMW,3 Series,137505,Automatic,2015,2023-04-30,2024-02-12,Base,382
Ford,Mustang,51136,Automatic,2006,2023-01-31,2023-12-08,Advanced,300
Audi,Q5,43756,Automatic,2020,2023-07-31,2023-12-08,Advanced,349
BMW,X3,38551,Automatic,2010,2023-09-04,2023-11-25,Luxe,382
Audi,A6,29633,Automatic,2000,2023-03-24,2023-12-05,Advanced,248
Chevrolet,Malibu,16984,Automatic,2013,2023-04-26,2023-11-18,Luxe,250
Chevrolet,Silverado,192269,Automatic,2018,2023-01-12,2024-01-01,Full,285
Chevrolet,Impala,52354,Automatic,2017,2023-06-28,2024-01-27,Advanced,305
BMW,X5,86405,Automatic,2016,2023-07-02,2024-02-06,Advanced,335
Chevrolet,Silverado,123809,Automatic,2006,2023-07-21,2024-01-07,Base,285
Chevrolet,Silverado,110501,Automatic,2022,2023-07-13,2024-01-29,Base,285
Ford,Mustang,14482,Automatic,2018,2023-06-15,2023-12-30,Luxe,300
Toyota,RAV4,59676,Automatic,2013,2023-06-04,2024-01-13,Base,219
Chevrolet,Silverado,152182,Automatic,2023,2023-05-17,2024-01-26,Luxe,355
Ford,Mustang,52981,Automatic,2012,2023-10-16,2024-02-06,Base,300
Chevrolet,Malibu,58200,Automatic,2013,2022-12-22,2024-01-17,Base,250
Toyota,Camry,69054,Automatic,2002,2023-03-25,2023-12-26,Base,208
Audi,Q7,77717,Automatic,2015,2023-01-22,2023-11-24,Advanced,335
BMW,X5,187115,Automatic,2018,2023-09-17,2024-01-15,Luxe,335
BMW,3 Series,115256,Manual,2001,2023-07-31,2023-11-25,Advanced,255
Chevrolet,Silverado,163339,Automatic,2017,2023-10-15,2024-01-22,Advanced,355
BMW,5 Series,24345,Automatic,2014,2022-12-04,2024-01-20,Advanced,248
Ford,Explorer,158384,Automatic,2016,2023-08-26,2023-12-26,Luxe,290
Ford,Fusion,144567,Automatic,2011,2023-01-30,2023-12-06,Full,188
Ford,Fusion,74150,Automatic,2007,2023-11-12,2023-12-15,Luxe,325
Toyota,Camry,78699,Automatic,2016,2023-07-22,2024-01-04,Advanced,203
Chevrolet,Silverado,133806,Automatic,2008,2023-04-05,2023-12-26,Full,285
Audi,A6,128673,Automatic,2013,2023-02-28,2023-12-11,Advanced,335
Audi,A4,134811,Automatic,2012,2023-04-14,2023-12-15,Advanced,261
Ford,Mustang,24860,Automatic,2023,2023-06-25,2024-01-27,Advanced,300
Toyota,Camry,49715,Automatic,2001,2023-09-08,2024-02-07,Advanced,208
Toyota,RAV4,137772,Automatic,2020,2023-05-15,2024-02-07,Luxe,219
BMW,3 Series,172709,Automatic,2014,2022-11-21,2023-11-24,Advanced,382
Ford,Explorer,173733,Automatic,2021,2023-01-25,2024-01-22,Base,290
BMW,3 Series,71210,Automatic,2004,2023-05-29,2023-11-17,Advanced,382
Chevrolet,Impala,86332,Automatic,2002,2023-09-09,2024-01-15,Luxe,305
Audi,Q5,182722,Automatic,2010,2023-07-03,2023-12-02,Advanced,261
BMW,5 Series,29484,Automatic,2003,2023-09-09,2023-12-13,Base,335
Chevrolet,Impala,155288,Automatic,2015,2023-06-04,2023-12-18,Full,305
Chevrolet,Silverado,19926,Automatic,2002,2023-06-06,2024-01-26,Base,355
BMW,X3,168551,Automatic,2019,2023-01-24,2024-01-20,Luxe,382
Audi,A6,99312,Automatic,2017,2023-01-01,2024-02-05,Base,335
Mercedes-Benz,E-Class,169516,Automatic,2009,2023-06-04,2024-02-03,Luxe,255
Ford,Explorer,182922,Automatic,2002,2023-05-29,2023-12-20,Advanced,290
Audi,A4,80204,Automatic,2001,2023-07-31,2024-01-23,Luxe,261
BMW,5 Series,71420,Automatic,2015,2023-07-07,2023-12-28,Luxe,248
Toyota,Prius,119333,Automatic,2004,2022-12-30,2024-01-15,Luxe,121
BMW,5 Series,24849,Automatic,2011,2022-12-05,2023-12-25,Full,335
Ford,Mustang,114265,Automatic,2000,2023-05-30,2024-02-01,Advanced,300
Ford,F-150,149581,Automatic,2021,2022-11-20,2024-02-09,Full,400
Toyota,Camry,124985,Automatic,2002,2023-05-29,2023-11-23,Base,208
Audi,Q7,61988,Automatic,2014,2023-05-16,2024-01-01,Base,335
Audi,Q7,74524,Automatic,2017,2023-05-10,2024-02-10,Base,335
BMW,5 Series,161536,Automatic,2000,2023-09-13,2023-12-31,Luxe,335
Mercedes-Benz,E-Class,167397,Automatic,2007,2023-02-22,2024-01-12,Luxe,362
Toyota,RAV4,21342,Automatic,2011,2023-08-06,2024-01-28,Full,219
Chevrolet,Silverado,112814,Automatic,2018,2023-04-08,2024-02-12,Base,285
BMW,X5,18604,Automatic,2020,2023-03-17,2024-01-24,Luxe,456
Mercedes-Benz,C-Class,68104,Automatic,2008,2023-11-06,2023-11-28,Advanced,255
Chevrolet,Silverado,76373,Automatic,2004,2023-04-12,2024-01-14,Full,355
Mercedes-Benz,S-Class,136183,Automatic,2022,2023-11-04,2023-12-04,Luxe,463
Audi,Q7,122127,Automatic,2007,2023-07-09,2023-12-30,Full,335
Audi,A6,63052,Automatic,2004,2023-06-22,2024-01-03,Full,335
BMW,X5,158111,Automatic,2011,2023-05-27,2024-01-21,Advanced,456
Ford,Explorer,158506,Automatic,2009,2023-10-09,2024-02-13,Luxe,290
Audi,Q7,178991,Automatic,2023,2023-08-22,2023-12-21,Advanced,335
Ford,Mustang,71985,Automatic,2015,2023-04-28,2023-12-20,Luxe,450
BMW,X3,80530,Automatic,2022,2022-11-26,2024-01-12,Advanced,248
Chevrolet,Equinox,40107,Automatic,2017,2023-01-01,2024-01-21,Full,252
Chevrolet,Impala,110379,Automatic,2019,2023-06-11,2024-01-15,Luxe,305
Audi,Q5,61210,Automatic,2016,2023-03-23,2023-12-31,Full,261
BMW,X3,21094,Automatic,2003,2023-05-03,2023-11-22,Luxe,382
Chevrolet,Impala,146391,Automatic,2006,2023-07-01,2023-11-17,Base,305
BMW,5 Series,163097,Automatic,2020,2023-05-07,2023-12-31,Full,335
Ford,F-150,120399,Automatic,2007,2022-12-28,2023-12-22,Base,400
Ford,Explorer,193557,Automatic,2004,2023-06-13,2024-01-08,Full,300
Mercedes-Benz,E-Class,26368,Manual,2023,2023-07-24,2023-11-18,Advanced,255
Chevrolet,Equinox,182098,Automatic,2002,2022-12-07,2023-11-23,Base,252
BMW,3 Series,120046,Automatic,2000,2023-07-25,2023-12-11,Full,255
Mercedes-Benz,S-Class,99038,Automatic,2003,2023-10-28,2024-01-08,Advanced,463
Audi,Q7,130358,Automatic,2007,2023-08-14,2024-01-06,Base,335
Chevrolet,Impala,76297,Automatic,2005,2023-10-05,2023-12-13,Advanced,305
Mercedes-Benz,E-Class,129821,Automatic,2012,2023-04-14,2024-02-08,Advanced,362
Audi,Q5,110999,Automatic,2008,2023-07-11,2023-12-21,Advanced,349
Ford,Explorer,152939,Manual,2020,2023-10-02,2024-01-15,Advanced,290
Ford,Mustang,183338,Automatic,2007,2023-08-09,2023-12-13,Advanced,450
BMW,X5,80473,Automatic,2020,2023-08-02,2024-01-07,Advanced,335
BMW,5 Series,142769,Automatic,2008,2023-08-03,2023-11-19,Advanced,335
Mercedes-Benz,E-Class,95832,Automatic,2021,2023-10-06,2024-02-01,Luxe,255
Mercedes-Benz,S-Class,50801,Automatic,2012,2023-03-15,2024-02-05,Advanced,362
Audi,Q7,44488,Automatic,2019,2023-03-18,2024-02-08,Luxe,335
Ford,F-150,168846,Automatic,2006,2023-07-07,2024-01-26,Luxe,400
Mercedes-Benz,E-Class,75096,Automatic,2021,2023-11-07,2024-02-01,Full,362
Toyota,RAV4,168354,Automatic,2013,2023-10-09,2024-02-09,Base,219
Audi,Q7,150638,Automatic,2003,2023-11-08,2023-12-26,Advanced,335
Toyota,RAV4,34799,Automatic,2007,2023-05-12,2023-12-01,Advanced,219
Chevrolet,Malibu,148793,Automatic,2005,2022-12-11,2024-02-06,Luxe,250
Toyota,Prius,157028,Automatic,2017,2023-02-02,2023-12-28,Luxe,121
BMW,5 Series,109182,Manual,2019,2023-08-23,2023-11-29,Base,335
Audi,Q5,137551,Automatic,2020,2023-08-06,2024-01-28,Luxe,261
Audi,Q7,48673,Automatic,2004,2023-06-17,2024-02-13,Full,335
Audi,Q7,182736,Automatic,2016,2023-10-22,2024-01-19,Advanced,335
Audi,Q7,159281,Automatic,2001,2023-01-14,2023-12-21,Advanced,335
Mercedes-Benz,E-Class,122317,Automatic,2007,2023-06-14,2023-12-01,Base,255
Audi,Q5,117804,Automatic,2019,2023-10-22,2023-11-29,Base,349
Chevrolet,Impala,195676,Automatic,2018,2023-05-17,2023-12-15,Base,305
Audi,A4,136980,Automatic,2008,2023-10-09,2024-01-26,Advanced,261
BMW,X5,147230,Automatic,2018,2023-11-13,2024-02-07,Base,456
Mercedes-Benz,C-Class,164662,Automatic,2016,2023-06-24,2024-01-28,Base,385
Mercedes-Benz,GLC,86749,Automatic,2014,2023-01-26,2023-11-29,Base,255
Chevrolet,Equinox,36708,Automatic,2002,2023-01-26,2024-02-03,Base,252
BMW,X3,154851,Automatic,2014,2023-06-08,2023-12-13,Advanced,248
Toyota,RAV4,191105,Automatic,2018,2023-01-19,2023-12-27,Luxe,219
Audi,Q5,157542,Automatic,2023,2023-03-10,2024-02-01,Full,349
Ford,Mustang,161813,Automatic,2000,2023-02-03,2023-11-27,Base,300
Chevrolet,Malibu,128678,Automatic,2008,2023-08-20,2024-01-01,Base,250
Chevrolet,Equinox,83959,Automatic,2018,2023-11-11,2023-12-03,Base,170
Mercedes-Benz,C-Class,169086,Automatic,2012,2023-01-30,2024-01-24,Base,255
Chevrolet,Equinox,48766,Automatic,2015,2023-08-05,2024-01-24,Base,252
BMW,5 Series,120083,Automatic,2008,2023-03-05,2024-02-12,Advanced,248
Audi,A6,16330,Automatic,2015,2023-04-03,2023-12-28,Full,335
