Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower
Ford,F-150,157980,Automatic,2002,24.04.23,,Base,400
Toyota,Corolla,94856,Manual,2002,08.07.23,,Base,169
Toyota,Corolla,81531,Automatic,2004,16.04.23,,Base,169
Mercedes-Benz,C-Class,177556,Automatic,2000,30.10.23,,Full,255
Ford,Explorer,161870,Automatic,2014,06.04.23,,Base,300
Chevrolet,Equinox,175665,Automatic,2014,31.08.23,,Luxe,252
Audi,A4,131587,Automatic,2017,19.08.23,,Luxe,261
Audi,A6,14034,Automatic,2019,27.07.23,,Base,248
Ford,F-150,99803,Automatic,2005,29.01.23,,Base,400
BMW,5 Series,146572,Automatic,2017,14.03.23,,Full,248
Chevrolet,Silverado,87478,Automatic,2008,03.02.23,,Advanced,355
Audi,A6,177688,Automatic,2018,07.09.23,,Full,248
Toyota,Corolla,128142,Automatic,2021,22.09.23,,Base,139
Ford,Mustang,39650,Automatic,2009,31.10.23,,Full,300
Ford,Fusion,32348,Automatic,2005,18.09.23,,Full,188
Ford,Fusion,102066,Automatic,2009,16.08.23,,Advanced,188
Mercedes-Benz,C-Class,125177,Automatic,2005,23.05.23,,Luxe,385
Chevrolet,Equinox,16037,Automatic,2017,24.01.23,,Luxe,170
BMW,5 Series,114957,Automatic,2020,05.09.23,,Luxe,335
Ford,Mustang,12848,Automatic,2023,22.09.23,,Advanced,300
Audi,A4,73328,Automatic,2016,20.08.23,,Advanced,261
Audi,A4,41933,Automatic,2000,23.10.23,,Base,261
Chevrolet,Silverado,107577,Automatic,2019,22.03.23,,Base,285
BMW,3 Series,66492,Automatic,2013,22.08.23,,Base,255
BMW,5 Series,133933,Automatic,2016,14.09.23,,Full,335
BMW,X5,53096,Automatic,2021,30.12.22,,Luxe,335
BMW,X3,18904,Automatic,2009,14.12.22,,Luxe,382
BMW,X5,16058,Automatic,2012,07.06.23,,Advanced,335
BMW,X5,103107,Automatic,2007,08.08.23,,Luxe,456
BMW,3 Series,120566,Automatic,2021,01.01.23,,Base,382
BMW,5 Series,183463,Automatic,2004,18.08.23,,Base,248
Audi,Q5,32738,Automatic,2013,22.12.22,,Luxe,349
BMW,3 Series,67362,Automatic,2000,11.03.23,,Luxe,255
Toyota,RAV4,111836,Automatic,2012,26.02.23,,Full,219
Mercedes-Benz,GLC,86583,Automatic,2014,29.03.23,,Full,362
BMW,3 Series,50603,Automatic,2012,08.11.23,,Luxe,255
Audi,Q7,46360,Automatic,2010,06.05.23,,Full,335
Chevrolet,Impala,179868,Automatic,2008,20.12.22,,Advanced,305
BMW,3 Series,168459,Automatic,2020,01.02.23,,Base,255
Ford,Fusion,153675,Automatic,2005,07.01.23,,Full,188
Mercedes-Benz,GLC,86104,Automatic,2022,02.11.23,,Advanced,362
BMW,3 Series,63185,Automatic,2019,27.07.23,,Luxe,382
BMW,X5,179422,Automatic,2016,04.05.23,,Base,335
Audi,A4,91171,Automatic,2008,06.05.23,,Full,261
Mercedes-Benz,GLC,24371,Automatic,2000,22.05.23,,Advanced,362
Toyota,Camry,117134,Automatic,2002,21.03.23,,Base,301
Chevrolet,Malibu,119684,Automatic,2005,08.11.23,,Base,250
BMW,X3,135507,Automatic,2004,03.04.23,,Base,248
Toyota,Camry,114850,Automatic,2016,13.05.23,,Base,208
Chevrolet,Equinox,194438,Automatic,2018,15.03.23,,Luxe,170
Chevrolet,Impala,28560,Automatic,2007,15.02.23,,Luxe,305
Chevrolet,Malibu,31312,Automatic,2015,06.01.23,,Base,182
BMW,X5,196271,Automatic,2007,04.03.23,,Advanced,456
Chevrolet,Equinox,112135,Automatic,2006,30.08.23,,Luxe,252
Mercedes-Benz,E-Class,132918,Automatic,2014,18.06.23,,Full,362
Audi,Q7,159889,Automatic,2016,10.01.23,,Full,335
Chevrolet,Equinox,91833,Automatic,2020,18.03.23,,Base,252
Mercedes-Benz,GLC,195451,Automatic,2012,22.06.23,,Base,255
Mercedes-Benz,GLC,80060,Automatic,2007,21.08.23,,Luxe,255
Toyota,RAV4,159128,Manual,2000,09.10.23,,Base,203
Ford,Fusion,173418,Automatic,2001,01.11.23,,Base,325
BMW,5 Series,66176,Automatic,2014,07.08.23,,Base,335
Audi,Q7,167859,Automatic,2002,25.08.23,,Full,335
Mercedes-Benz,GLC,11104,Automatic,2009,26.02.23,,Advanced,255
Chevrolet,Silverado,36744,Automatic,2005,11.11.23,,Full,355
Chevrolet,Silverado,66191,Automatic,2013,07.01.23,,Luxe,285
Ford,Mustang,130355,Automatic,2019,16.05.23,,Luxe,300
Chevrolet,Silverado,26853,Automatic,2008,14.05.23,,Full,355
Ford,Fusion,92604,Automatic,2004,18.11.22,,Base,325
Mercedes-Benz,C-Class,141658,Automatic,2019,26.01.23,,Luxe,255
Audi,A6,187285,Automatic,2020,02.11.23,,Luxe,335
Chevrolet,Impala,55183,Automatic,2005,28.11.22,,Advanced,305
Toyota,Camry,77922,Automatic,2012,29.04.23,,Full,203
Toyota,Corolla,10264,Automatic,2006,01.06.23,,Base,169
Audi,A4,114424,Automatic,2011,26.09.23,,Luxe,261
Ford,Mustang,10866,Automatic,2013,14.04.23,,Base,300
Mercedes-Benz,E-Class,92820,Automatic,2007,15.11.22,,Luxe,362
BMW,X3,89360,Automatic,2014,26.05.23,,Advanced,382
BMW,X3,16589,Automatic,2001,26.08.23,,Advanced,382
BMW,X3,175426,Automatic,2001,18.08.23,,Base,382
Toyota,Corolla,57534,Automatic,2009,26.09.23,,Base,139
Chevrolet,Malibu,132159,Automatic,2001,12.05.23,,Advanced,182
BMW,3 Series,40069,Automatic,2011,14.02.23,,Advanced,382
BMW,X3,134983,Automatic,2023,21.05.23,,Advanced,382
Toyota,Camry,89292,Automatic,2015,25.04.23,,Advanced,203
Mercedes-Benz,S-Class,63719,Manual,2017,12.06.23,,Base,463
Ford,Mustang,69395,Manual,2018,31.12.22,,Full,450
Toyota,RAV4,64473,Automatic,2004,11.09.23,,Luxe,203
Chevrolet,Malibu,18548,Automatic,2014,19.11.22,,Advanced,250
Toyota,Camry,123500,Automatic,2008,26.01.23,,Luxe,301
Toyota,Camry,174953,Automatic,2023,12.10.23,,Full,301
Ford,Mustang,157679,Automatic,2013,16.04.23,,Base,450
Audi,Q5,83340,Manual,2006,13.01.23,,Advanced,261
Mercedes-Benz,GLC,132078,Automatic,2000,08.11.23,,Advanced,255
Audi,Q5,130914,Automatic,2020,04.10.23,,Base,349
Mercedes-Benz,S-Class,197711,Automatic,2007,07.02.23,,Full,463
Toyota,Camry,71826,Manual,2006,26.06.23,,Advanced,301
Mercedes-Benz,S-Class,61483,Automatic,2011,31.10.23,,Advanced,362
Mercedes-Benz,S-Class,132290,Automatic,2015,28.02.23,,Advanced,463
Mercedes-Benz,S-Class,125159,Automatic,2008,12.05.23,,Base,362
Audi,A4,43372,Automatic,2014,21.01.23,,Full,261
Mercedes-Benz,C-Class,115546,Automatic,2022,14.03.23,,Luxe,385
Toyota,Prius,197860,Manual,2018,21.11.22,,Luxe,121
Mercedes-Benz,S-Class,184690,Automatic,2002,23.01.23,,Base,362
Audi,Q5,41448,Manual,2019,30.04.23,,Advanced,261
Toyota,Corolla,31899,Automatic,2007,15.10.23,,Luxe,139
Chevrolet,Equinox,175643,Automatic,2002,11.08.23,,Full,170
Audi,A4,168218,Automatic,2013,04.05.23,,Luxe,261
Ford,F-150,152757,Automatic,2007,08.09.23,,Luxe,400
Mercedes-Benz,E-Class,190595,Automatic,2022,02.01.23,,Full,362
Audi,Q5,187676,Manual,2013,07.04.23,,Luxe,349
Audi,Q5,149192,Automatic,2014,10.02.23,,Full,349
Chevrolet,Malibu,196743,Automatic,2012,15.08.23,,Advanced,182
Ford,Mustang,110653,Automatic,2018,30.09.23,,Full,300
Toyota,Corolla,189920,Automatic,2003,14.02.23,,Advanced,169
BMW,5 Series,24946,Automatic,2018,07.06.23,,Full,248
Toyota,Corolla,128566,Automatic,2000,01.04.23,,Base,139
Chevrolet,Silverado,26618,Automatic,2008,11.02.23,,Luxe,285
Toyota,RAV4,140931,Automatic,2023,11.06.23,,Base,219
Ford,Explorer,132414,Automatic,2005,23.01.23,,Luxe,300
Ford,Mustang,129744,Automatic,2010,04.02.23,,Base,300
Audi,Q5,190999,Automatic,2017,26.11.22,,Base,261
Chevrolet,Malibu,67220,Automatic,2013,27.10.23,,Base,250
BMW,X3,53766,Automatic,2013,28.08.23,,Full,248
Toyota,Prius,165900,Automatic,2004,25.01.23,,Full,121
Audi,Q5,147713,Automatic,2002,23.09.23,,Luxe,261
Toyota,Corolla,126630,Automatic,2019,21.12.22,,Base,169
Audi,A6,106578,Automatic,2020,24.05.23,,Full,335
BMW,5 Series,91865,Automatic,2002,29.03.23,,Advanced,335
Toyota,Prius,88163,Automatic,2007,30.01.23,,Base,121
BMW,X5,168947,Automatic,2009,24.06.23,,Advanced,335
Ford,F-150,128908,Automatic,2016,15.03.23,,Base,400
Mercedes-Benz,S-Class,159480,Automatic,2015,29.08.23,,Luxe,362
Ford,Fusion,16828,Automatic,2008,25.04.23,,Luxe,325
BMW,5 Series,25271,Automatic,2018,12.01.23,,Advanced,248
Audi,A4,192620,Automatic,2003,03.11.23,,Base,261
Mercedes-Benz,GLC,196361,Automatic,2023,01.03.23,,Base,255
Chevrolet,Equinox,39421,Automatic,2015,12.02.23,,Full,170
Chevrolet,Impala,68388,Automatic,2015,01.01.23,,Luxe,305
Ford,F-150,93267,Automatic,2023,13.11.23,,Full,400
Toyota,Corolla,196424,Automatic,2013,13.04.23,,Advanced,139
Chevrolet,Malibu,86438,Automatic,2006,05.09.23,,Luxe,250
Ford,Mustang,30025,Automatic,2007,23.06.23,,Advanced,450
Ford,Fusion,91233,Automatic,2005,26.03.23,,Base,325
Audi,A6,106767,Automatic,2022,26.04.23,,Advanced,248
BMW,5 Series,177050,Automatic,2004,07.11.23,,Base,335
Toyota,Camry,111821,Automatic,2006,20.02.23,,Base,301
Ford,F-150,44734,Automatic,2018,07.01.23,,Base,400
BMW,X3,108629,Automatic,2011,13.01.23,,Full,248
Chevrolet,Equinox,33486,Manual,2022,16.04.23,,Luxe,252
BMW,5 Series,34103,Automatic,2013,21.07.23,,Luxe,335
Ford,Explorer,29849,Automatic,2002,12.04.23,,Base,290
Chevrolet,Silverado,12841,Automatic,2019,03.04.23,,Base,285
Toyota,Corolla,39988,Automatic,2019,29.07.23,,Base,139
BMW,X3,16050,Automatic,2014,25.06.23,,Full,248
Mercedes-Benz,E-Class,192029,Automatic,2015,09.11.23,,Full,362
Ford,Fusion,154666,Automatic,2018,03.03.23,,Full,325
Ford,F-150,81152,Automatic,2017,13.02.23,,Full,400
BMW,X5,108353,Automatic,2018,25.02.23,,Full,456
Chevrolet,Malibu,114738,Manual,2006,09.05.23,,Full,182
Mercedes-Benz,S-Class,82589,Automatic,2020,15.01.23,,Advanced,463
Toyota,RAV4,71607,Automatic,2019,12.04.23,,Base,219
Ford,F-150,76424,Automatic,2010,27.01.23,,Advanced,400
BMW,X3,42171,Automatic,2020,15.04.23,,Full,382
Ford,Mustang,113447,Automatic,2006,07.03.23,,Base,450
Audi,Q7,199764,Automatic,2021,25.02.23,,Base,335
Ford,Fusion,81257,Automatic,2023,10.07.23,,Advanced,188
Audi,Q7,134045,Automatic,2008,13.07.23,,Luxe,335
BMW,X3,89115,Automatic,2017,14.06.23,,Full,382
Mercedes-Benz,S-Class,128988,Automatic,2000,26.10.23,,Full,463
Mercedes-Benz,S-Class,192362,Automatic,2014,29.01.23,,Luxe,362
Chevrolet,Malibu,141133,Automatic,2022,25.02.23,,Luxe,182
Mercedes-Benz,GLC,39149,Manual,2020,24.03.23,,Full,362
Ford,Explorer,129326,Automatic,2020,09.03.23,,Base,290
Toyota,Prius,187382,Automatic,2004,11.08.23,,Base,121
Mercedes-Benz,E-Class,84085,Automatic,2010,14.12.22,,Base,255
Audi,Q5,75286,Automatic,2015,06.02.23,,Full,349
Audi,A4,190304,Automatic,2019,30.12.22,,Base,261
Mercedes-Benz,E-Class,91118,Automatic,2009,13.03.23,,Advanced,255
Mercedes-Benz,C-Class,77498,Manual,2023,27.08.23,,Full,255
Audi,A4,148952,Automatic,2006,08.02.23,,Advanced,261
Toyota,Prius,120924,Automatic,2020,21.05.23,,Base,121
Audi,Q7,44509,Automatic,2008,23.09.23,,Full,335
Toyota,Corolla,115770,Automatic,2002,28.04.23,,Full,169
Chevrolet,Impala,122445,Automatic,2002,10.08.23,,Base,305
Toyota,Camry,183923,Automatic,2008,11.03.23,,Advanced,203
BMW,5 Series,115761,Automatic,2012,02.02.23,,Luxe,248
Toyota,Corolla,166660,Manual,2018,17.10.23,,Full,139
Mercedes-Benz,E-Class,148256,Automatic,2006,11.06.23,,Full,362
BMW,X5,38563,Automatic,2009,20.07.23,,Base,456
Chevrolet,Malibu,125205,Automatic,2000,27.10.23,,Base,182
Mercedes-Benz,C-Class,181259,Automatic,2006,31.01.23,,Advanced,255
Audi,Q7,180092,Automatic,2004,13.06.23,,Base,335
BMW,5 Series,183965,Automatic,2003,24.05.23,,Full,335
Mercedes-Benz,S-Class,96395,Automatic,2017,07.06.23,,Base,362
Audi,A4,147261,Automatic,2010,04.07.23,,Base,261
Toyota,RAV4,56996,Automatic,2019,30.05.23,,Luxe,203
Mercedes-Benz,E-Class,198171,Automatic,2002,08.06.23,,Advanced,255
Ford,F-150,13910,Automatic,2008,13.02.23,,Luxe,400
Audi,A6,178987,Automatic,2013,27.05.23,,Advanced,335
Chevrolet,Silverado,38283,Automatic,2015,13.06.23,,Advanced,285
BMW,X5,183756,Automatic,2009,07.09.23,,Advanced,456
Mercedes-Benz,E-Class,108983,Automatic,2020,08.02.23,,Luxe,362
Chevrolet,Silverado,128013,Automatic,2022,17.06.23,,Base,355
Toyota,RAV4,37819,Automatic,2001,23.02.23,,Advanced,203
BMW,5 Series,17281,Automatic,2021,17.03.23,,Full,335
Chevrolet,Silverado,50264,Automatic,2001,14.02.23,,Full,285
Mercedes-Benz,E-Class,124123,Automatic,2010,09.04.23,,Advanced,255
Audi,A6,64789,Automatic,2005,03.07.23,,Luxe,335
BMW,X5,37519,Automatic,2017,14.08.23,,Base,456
Toyota,Prius,139463,Automatic,2014,12.07.23,,Base,121
Mercedes-Benz,E-Class,183157,Automatic,2005,09.02.23,,Base,362
Chevrolet,Silverado,56760,Manual,2007,09.06.23,,Base,355
BMW,3 Series,128144,Automatic,2022,16.07.23,,Full,382
BMW,5 Series,39312,Automatic,2021,04.10.23,,Advanced,335
Audi,Q7,72786,Automatic,2004,19.11.22,,Full,335
BMW,X3,31746,Automatic,2018,10.05.23,,Advanced,248
Mercedes-Benz,C-Class,87547,Automatic,2013,06.03.23,,Luxe,255
Audi,A4,143829,Automatic,2008,02.12.22,,Base,261
Chevrolet,Malibu,79190,Automatic,2023,10.11.23,,Full,250
Ford,Fusion,108447,Automatic,2021,01.05.23,,Full,188
Ford,F-150,137156,Automatic,2012,18.10.23,,Advanced,400
Ford,Mustang,196187,Automatic,2001,26.12.22,,Full,450
Toyota,Camry,154029,Automatic,2019,01.06.23,,Full,208
Audi,Q5,33789,Automatic,2013,01.11.23,,Advanced,349
Mercedes-Benz,S-Class,117567,Automatic,2019,08.04.23,,Advanced,362
Toyota,Prius,16398,Automatic,2003,21.12.22,,Luxe,121
Chevrolet,Equinox,199497,Automatic,2021,27.10.23,,Base,252
Chevrolet,Equinox,169082,Automatic,2019,22.02.23,,Base,252
Chevrolet,Equinox,133187,Automatic,2020,02.01.23,,Full,252
Chevrolet,Malibu,22382,Automatic,2010,06.09.23,,Full,182
Mercedes-Benz,E-Class,70948,Automatic,2022,21.10.23,,Advanced,255
Toyota,Camry,114032,Automatic,2003,13.01.23,,Advanced,301
BMW,3 Series,159157,Automatic,2023,13.10.23,,Advanced,255
Toyota,RAV4,53284,Automatic,2017,10.01.23,,Advanced,203
Audi,A4,199113,Automatic,2000,03.08.23,,Advanced,261
Audi,A4,80072,Automatic,2020,10.05.23,,Full,261
BMW,X3,105148,Automatic,2004,21.08.23,,Advanced,248
Chevrolet,Equinox,152660,Automatic,2006,10.04.23,,Base,252
Audi,Q7,88707,Automatic,2000,23.10.23,,Base,335
BMW,5 Series,134105,Automatic,2022,06.09.23,,Advanced,335
Chevrolet,Malibu,65488,Automatic,2009,12.06.23,,Luxe,182
Ford,Fusion,86271,Automatic,2011,28.07.23,,Advanced,325
Mercedes-Benz,C-Class,130597,Automatic,2009,22.01.23,,Base,255
Chevrolet,Impala,93954,Automatic,2023,07.10.23,,Full,305
Chevrolet,Malibu,184918,Automatic,2002,04.10.23,,Luxe,182
Ford,Mustang,159489,Manual,2009,19.01.23,,Advanced,450
Ford,Mustang,66723,Manual,2010,21.09.23,,Luxe,300
Audi,A6,97527,Automatic,2018,12.04.23,,Base,335
BMW,X5,99971,Automatic,2014,13.04.23,,Advanced,335
Mercedes-Benz,S-Class,129193,Automatic,2003,03.01.23,,Advanced,362
Ford,Mustang,12102,Automatic,2016,07.06.23,,Base,450
Chevrolet,Equinox,182663,Automatic,2009,08.08.23,,Base,252
Toyota,Prius,151435,Automatic,2011,31.03.23,,Full,121
Ford,Mustang,35635,Automatic,2019,05.04.23,,Luxe,300
BMW,X5,54743,Automatic,2006,23.10.23,,Base,335
Ford,Mustang,133423,Automatic,2018,09.12.22,,Base,300
Mercedes-Benz,GLC,97128,Automatic,2012,09.01.23,,Advanced,362
BMW,5 Series,75385,Automatic,2018,19.08.23,,Full,335
Mercedes-Benz,GLC,30918,Automatic,2006,07.09.23,,Full,362
Chevrolet,Equinox,81207,Automatic,2019,03.09.23,,Luxe,252
Ford,Fusion,190230,Automatic,2010,06.11.23,,Base,188
Audi,Q5,154557,Automatic,2008,05.05.23,,Base,261
Chevrolet,Equinox,178770,Automatic,2003,29.11.22,,Advanced,252
BMW,X3,163609,Automatic,2020,19.01.23,,Luxe,382
BMW,X3,145105,Automatic,2019,13.08.23,,Advanced,248
Toyota,Camry,171192,Automatic,2014,16.06.23,,Full,208
BMW,5 Series,174297,Automatic,2004,04.07.23,,Base,335
Ford,Fusion,61814,Automatic,2008,12.03.23,,Advanced,188
Mercedes-Benz,E-Class,102524,Automatic,2023,27.10.23,,Base,362
BMW,X5,60437,Automatic,2018,02.04.23,,Full,456
Chevrolet,Impala,14204,Automatic,2003,12.01.23,,Luxe,305
BMW,3 Series,20252,Automatic,2015,23.10.23,,Full,382
Ford,F-150,41358,Automatic,2009,29.03.23,,Base,400
Mercedes-Benz,GLC,25608,Automatic,2005,20.07.23,,Advanced,255
Audi,A4,34771,Automatic,2016,13.03.23,,Base,261
BMW,5 Series,41705,Automatic,2005,20.12.22,,Full,248
Chevrolet,Silverado,155908,Manual,2009,27.06.23,,Base,285
Mercedes-Benz,GLC,30383,Automatic,2011,24.01.23,,Advanced,362
Ford,F-150,121899,Automatic,2013,16.03.23,,Full,400
Toyota,Camry,159052,Automatic,2001,03.04.23,,Full,203
Audi,Q7,38550,Automatic,2021,10.01.23,,Advanced,335
Chevrolet,Impala,33338,Automatic,2010,14.04.23,,Full,305
Ford,F-150,169754,Automatic,2014,18.07.23,,Luxe,400
Ford,Fusion,44108,Automatic,2018,22.12.22,,Base,188
Ford,Mustang,179669,Automatic,2020,09.05.23,,Base,300
Ford,Explorer,107471,Automatic,2001,29.12.22,,Advanced,300
Ford,Explorer,87271,Automatic,2016,26.10.23,,Luxe,300
Audi,A4,127935,Automatic,2012,11.01.23,,Advanced,261
Ford,F-150,71931,Automatic,2021,03.12.22,,Full,400
Toyota,Prius,132651,Automatic,2013,10.02.23,,Luxe,121
BMW,3 Series,182046,Automatic,2019,03.01.23,,Luxe,382
Mercedes-Benz,GLC,27987,Automatic,2017,28.03.23,,Base,255
Mercedes-Benz,GLC,61640,Automatic,2020,10.06.23,,Full,255
Ford,Fusion,191407,Automatic,2013,30.12.22,,Base,188
Toyota,Camry,160830,Automatic,2012,05.12.22,,Luxe,203
Toyota,RAV4,115086,Automatic,2011,08.08.23,,Advanced,203
BMW,3 Series,96985,Automatic,2014,08.12.22,,Luxe,255
Chevrolet,Impala,70626,Automatic,2004,15.12.22,,Base,305
Chevrolet,Impala,58360,Automatic,2008,23.01.23,,Full,305
Ford,Explorer,52036,Automatic,2022,17.05.23,,Base,290
Toyota,RAV4,132643,Automatic,2007,04.12.22,,Advanced,219
Chevrolet,Impala,96302,Automatic,2000,05.06.23,,Base,305
Chevrolet,Impala,131490,Automatic,2010,18.02.23,,Luxe,305
Chevrolet,Impala,99323,Automatic,2014,26.09.23,,Luxe,305
Audi,Q5,180141,Automatic,2012,12.02.23,,Luxe,349
Toyota,Prius,164906,Automatic,2004,13.05.23,,Full,121
Mercedes-Benz,E-Class,44843,Automatic,2017,22.09.23,,Luxe,255
Toyota,Corolla,60419,Automatic,2005,20.06.23,,Advanced,169
Audi,Q7,37210,Automatic,2021,22.03.23,,Base,335
Toyota,Camry,50368,Automatic,2009,10.08.23,,Base,301
BMW,3 Series,89269,Automatic,2002,14.12.22,,Luxe,255
Ford,F-150,112037,Automatic,2006,04.09.23,,Full,400
Audi,A4,131747,Automatic,2004,27.02.23,,Advanced,261
Mercedes-Benz,E-Class,65754,Automatic,2000,11.07.23,,Luxe,362
Audi,Q7,154615,Automatic,2007,19.10.23,,Advanced,335
Ford,Mustang,148440,Automatic,2010,04.10.23,,Luxe,300
Audi,Q7,136013,Automatic,2002,09.10.23,,Luxe,335
BMW,5 Series,110555,Automatic,2014,13.10.23,,Advanced,335
Ford,Fusion,81125,Automatic,2016,18.03.23,,Advanced,188
Audi,A4,192386,Automatic,2022,16.02.23,,Advanced,261
Ford,Mustang,157140,Automatic,2011,16.04.23,,Luxe,450
Mercedes-Benz,E-Class,57238,Automatic,2020,20.04.23,,Luxe,255
BMW,3 Series,52881,Automatic,2023,28.09.23,,Base,255
Mercedes-Benz,E-Class,160627,Manual,2016,17.05.23,,Luxe,255
Mercedes-Benz,GLC,148130,Automatic,2002,06.05.23,,Advanced,362
Ford,Mustang,121414,Automatic,2002,27.11.22,,Luxe,450
Audi,Q7,17949,Automatic,2006,18.01.23,,Advanced,335
Audi,Q7,94784,Automatic,2001,17.09.23,,Full,335
Toyota,Prius,185241,Automatic,2003,31.03.23,,Advanced,121
Toyota,RAV4,149231,Automatic,2004,17.10.23,,Full,219
Chevrolet,Impala,108780,Automatic,2012,09.09.23,,Full,305
Ford,Mustang,136864,Automatic,2009,07.01.23,,Full,450
Audi,A6,62892,Automatic,2012,30.06.23,,Luxe,335
BMW,5 Series,101702,Automatic,2008,03.07.23,,Base,248
Chevrolet,Silverado,188952,Automatic,2010,20.08.23,,Luxe,285
Mercedes-Benz,C-Class,26812,Manual,2018,11.08.23,,Base,385
Audi,A4,58380,Automatic,2020,24.05.23,,Base,261
Chevrolet,Equinox,94819,Automatic,2005,17.01.23,,Advanced,170
Ford,F-150,39000,Automatic,2003,13.11.23,,Luxe,400
Chevrolet,Malibu,122935,Automatic,2022,05.05.23,,Full,182
Ford,Fusion,182837,Automatic,2021,02.07.23,,Luxe,188
Toyota,Camry,61637,Automatic,2015,08.02.23,,Base,203
Toyota,RAV4,135570,Automatic,2007,18.10.23,,Luxe,219
Toyota,Prius,28765,Automatic,2007,07.03.23,,Full,121
Chevrolet,Malibu,148482,Automatic,2013,19.04.23,,Full,182
Chevrolet,Impala,86655,Automatic,2016,21.04.23,,Advanced,305
Toyota,RAV4,140230,Automatic,2007,03.05.23,,Luxe,203
Audi,Q7,166407,Automatic,2013,16.06.23,,Advanced,335
BMW,5 Series,173362,Automatic,2012,31.07.23,,Luxe,248
Chevrolet,Impala,185356,Automatic,2006,27.12.22,,Full,305
BMW,3 Series,55307,Automatic,2014,08.04.23,,Luxe,255
Toyota,Prius,79751,Automatic,2022,08.12.22,,Luxe,121
Chevrolet,Equinox,162091,Manual,2006,01.11.23,,Base,170
Toyota,Corolla,42812,Automatic,2019,21.10.23,,Base,169
BMW,5 Series,91588,Automatic,2005,08.04.23,,Base,335
Chevrolet,Impala,184239,Manual,2002,05.07.23,,Luxe,305
Toyota,Prius,60261,Automatic,2000,17.03.23,,Luxe,121
BMW,X5,78551,Automatic,2010,04.03.23,,Advanced,456
BMW,X5,77489,Automatic,2016,21.08.23,,Luxe,335
BMW,5 Series,77790,Automatic,2010,30.10.23,,Base,248
Audi,A4,164326,Automatic,2022,30.06.23,,Full,261
Mercedes-Benz,E-Class,109777,Automatic,2011,07.10.23,,Base,362
Toyota,Corolla,93069,Automatic,2020,21.08.23,,Luxe,169
Toyota,RAV4,54166,Automatic,2018,22.11.22,,Full,219
Mercedes-Benz,E-Class,38708,Automatic,2016,08.05.23,,Full,255
Ford,Fusion,192599,Automatic,2013,11.02.23,,Advanced,325
Toyota,Corolla,98622,Automatic,2007,29.06.23,,Base,169
Chevrolet,Equinox,179260,Automatic,2006,14.06.23,,Advanced,252
BMW,X5,96765,Automatic,2014,29.03.23,,Advanced,456
Mercedes-Benz,E-Class,113608,Automatic,2015,02.09.23,,Full,362
Mercedes-Benz,C-Class,189510,Automatic,2019,28.01.23,,Luxe,385
Chevrolet,Silverado,99821,Automatic,2000,04.11.23,,Base,285
BMW,X3,133998,Automatic,2001,26.06.23,,Base,248
Ford,Fusion,22484,Automatic,2022,06.12.22,,Base,325
Ford,Fusion,146947,Automatic,2011,07.08.23,,Full,188
Ford,F-150,73615,Manual,2022,25.05.23,,Advanced,400
BMW,X5,48405,Automatic,2021,22.08.23,,Base,456
Mercedes-Benz,S-Class,121503,Automatic,2015,23.05.23,,Full,362
Audi,A4,192997,Automatic,2003,20.12.22,,Full,261
Chevrolet,Impala,158195,Automatic,2002,24.12.22,,Full,305
Mercedes-Benz,GLC,145884,Automatic,2004,31.07.23,,Full,255
Mercedes-Benz,GLC,143309,Automatic,2002,17.12.22,,Luxe,255
Mercedes-Benz,C-Class,144504,Automatic,2004,02.12.22,,Luxe,255
Audi,Q7,49884,Automatic,2022,09.11.23,,Advanced,335
Mercedes-Benz,C-Class,185896,Automatic,2023,21.03.23,,Full,385
Ford,Mustang,125484,Automatic,2001,11.05.23,,Base,450
Chevrolet,Malibu,10346,Automatic,2019,04.10.23,,Luxe,250
BMW,X3,128391,Automatic,2002,31.12.22,,Base,382
Audi,Q7,34960,Automatic,2020,10.09.23,,Luxe,335
Toyota,Corolla,54605,Automatic,2007,13.12.22,,Luxe,139
BMW,5 Series,92739,Automatic,2023,14.09.23,,Full,248
Ford,F-150,97917,Automatic,2007,18.04.23,,Luxe,400
Chevrolet,Silverado,137898,Automatic,2017,28.06.23,,Luxe,355
BMW,X3,40683,Manual,2015,07.03.23,,Base,248
BMW,X5,199340,Automatic,2000,27.08.23,,Luxe,335
Ford,F-150,148236,Automatic,2013,07.09.23,,Base,400
Ford,Explorer,89422,Manual,2009,26.03.23,,Luxe,300
Toyota,Prius,161773,Automatic,2003,03.01.23,,Full,121
Toyota,Prius,150408,Automatic,2006,25.01.23,,Advanced,121
Ford,F-150,189960,Automatic,2004,17.06.23,,Advanced,400
Audi,A4,141810,Automatic,2002,24.04.23,,Base,261
Audi,A4,50755,Automatic,2014,07.11.23,,Full,261
Toyota,RAV4,84210,Automatic,2011,25.04.23,,Advanced,203
Mercedes-Benz,GLC,22449,Automatic,2017,31.05.23,,Full,255
BMW,X3,167344,Manual,2011,30.06.23,,Full,248
Chevrolet,Malibu,100791,Automatic,2005,06.02.23,,Advanced,182
Ford,Fusion,71546,Automatic,2013,09.03.23,,Advanced,325
Audi,Q5,29229,Automatic,2009,09.10.23,,Full,349
Chevrolet,Impala,55932,Automatic,2007,05.09.23,,Luxe,305
Audi,Q7,136643,Automatic,2000,29.10.23,,Full,335
Audi,Q5,131503,Automatic,2015,11.05.23,,Luxe,349
