Car Make,Model,Mileage,Configuration,Year of Make,Primary Damage,Secondary Damage,Website Post Date,Sell Date,Estimated Price (USD),Options,Engine Type,Horsepower
Audi,A8,147954,Automatic,2013,,,2023-02-11 16:34:10.628226,,20666.16,Base,3.0L V6 Turbo,335
Mercedes-Benz,S-Class,149207,Automatic,2022,,,2023-02-06 16:34:10.628237,,69833.14,Base,4.0L V8,496
Audi,A4,159870,Automatic,2009,Rear,,2024-07-19 16:34:10.628250,,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,Corolla,60115,Automatic,1993,,,2024-03-20 16:34:10.628261,2024-03-29 16:34:10.628261,10000.0,Luxe,1.8L I4,139
Audi,A6,99286,Automatic,2017,Front,,2023-04-11 16:34:10.628274,2023-06-10 16:34:10.628274,15000.0,Luxe,3.0L V6 Turbo,335
Toyota,RAV4,81228,Automatic,2007,Front,,2022-10-24 16:34:10.628288,2022-12-11 16:34:10.628288,10000.0,Full,2.5L I4,203
Toyota,Corolla,191467,Automatic,2010,Front,,2024-11-07 16:34:10.628302,2024-11-13 16:34:10.628302,10000.0,Full,1.8L I4,139
Toyota,Camry,38188,Automatic,1997,Front,,2023-11-21 16:34:10.628317,2023-12-30 16:34:10.628317,10000.0,Advanced,3.5L V6,301
Audi,Q5,187615,Automatic,2014,,,2022-09-27 16:34:10.628330,2022-11-11 16:34:10.628330,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,GLA,194001,Automatic,2017,,,2022-03-18 16:34:10.628342,,10000.0,Luxe,2.0L I4 Turbo,221
Audi,A6,77815,Automatic,2013,,,2023-03-12 16:34:10.628353,2023-04-03 16:34:10.628353,15006.57,Base,3.0L V6 Turbo,335
Toyota,Highlander,55519,Automatic,2001,,,2023-05-28 16:34:10.628366,,10000.0,Advanced,2.5L I4 Hybrid,243
Toyota,Camry,158151,Automatic,2008,,,2024-10-06 16:34:10.628379,2024-11-14 16:34:10.628379,10000.0,Full,2.5L I4,203
Mercedes-Benz,C-Class,32354,Automatic,1999,Rear,,2023-10-15 16:34:10.628398,,10000.0,Full,2.0L I4 Turbo,255
Audi,Q5,59082,Automatic,2013,,,2024-01-10 16:34:10.628416,2024-01-30 16:34:10.628416,15789.78,Luxe,3.0L V6,349
Toyota,Tacoma,127758,Automatic,2009,,,2023-06-08 16:34:10.628430,2023-07-19 16:34:10.628430,10000.0,Luxe,2.7L I4,159
Toyota,Highlander,187106,Automatic,2013,,,2022-09-17 16:34:10.628442,2022-10-14 16:34:10.628442,10000.0,Advanced,3.5L V6,295
Mercedes-Benz,GLC,48055,Automatic,2016,Side,,2024-01-02 16:34:10.628454,,10000.0,Full,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,59442,Automatic,2006,Roof,,2023-04-25 16:34:10.628465,2023-06-21 16:34:10.628465,11209.82,Base,3.0L I6 Turbo,429
Mercedes-Benz,C-Class,155601,Automatic,1998,Front,,2023-04-07 16:34:10.628478,,10000.0,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,148726,Automatic,2008,,,2023-05-29 16:34:10.628489,,15401.72,Luxe,4.0L V8,496
Audi,A6,97731,Automatic,2023,,,2024-09-07 16:34:10.628501,2024-10-18 16:34:10.628501,125785.29000000001,Full,3.0L V6 Turbo,335
Toyota,Tacoma,136710,Automatic,2004,,,2024-11-01 16:34:10.628514,,10000.0,Base,3.5L V6,278
Mercedes-Benz,GLC,109483,Automatic,2016,Rear,,2023-09-05 16:34:10.628528,,10000.0,Base,2.0L I4 Turbo,255
Toyota,Highlander,129898,Automatic,2010,,,2022-05-25 16:34:10.628539,,10000.0,Advanced,2.5L I4 Hybrid,243
Mercedes-Benz,GLA,12805,Automatic,2019,,,2022-12-09 16:34:10.628550,,12396.46,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,GLA,89954,Automatic,2023,Rear,,2024-05-18 16:34:10.628562,2024-06-13 16:34:10.628562,51899.68,Luxe,2.0L I4 Turbo,221
Toyota,Corolla,57313,Automatic,2009,,,2023-01-31 16:34:10.628579,,10000.0,Full,2.0L I4,169
Audi,A6,132187,Automatic,2018,Front,,2024-05-07 16:34:10.628597,2024-05-24 16:34:10.628597,15000.0,Advanced,3.0L V6 Turbo,335
Toyota,Corolla,198311,Automatic,1991,Front,,2022-12-02 16:34:10.628614,,10000.0,Luxe,1.8L I4,139
Toyota,Corolla,102740,Automatic,2014,,,2022-04-22 16:34:10.628625,,10000.0,Base,2.0L I4,169
Audi,A8,71867,Automatic,2022,Side,,2023-04-17 16:34:10.628636,,142201.32,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,GLC,107894,Automatic,2021,,,2023-07-16 16:34:10.628648,,35543.44,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,167420,Automatic,1995,,,2023-07-27 16:34:10.629156,,10000.0,Luxe,3.0L I6 Turbo,362
Audi,A8,29954,Automatic,1995,,,2022-06-17 16:34:10.629196,,26125.08,Base,4.0L V8,563
Mercedes-Benz,E-Class,106663,Automatic,2021,,,2023-07-23 16:34:10.629224,,48786.6,Luxe,3.0L I6 Turbo,362
Mercedes-Benz,S-Class,165161,Automatic,2020,,,2023-08-25 16:34:10.629247,,36227.92,Advanced,3.0L I6 Turbo,429
Mercedes-Benz,S-Class,181221,Automatic,2004,Front,,2023-09-12 16:34:10.629274,,11257.7,Luxe,3.0L I6 Turbo,429
Mercedes-Benz,GLA,128374,Automatic,2020,,,2022-04-11 16:34:10.629296,2022-05-03 16:34:10.629296,23452.52,Luxe,2.0L I4 Turbo,221
Mercedes-Benz,S-Class,19682,Automatic,2000,Roof,Roof,2022-08-10 16:34:10.629321,2022-09-09 16:34:10.629321,12490.24,Base,4.0L V8,496
Audi,A6,33669,Automatic,1998,Rear,,2022-08-14 16:34:10.629346,,16752.420000000002,Luxe,3.0L V6 Turbo,335
Audi,Q7,116102,Automatic,2016,Front,,2022-11-06 16:34:10.629365,,15000.0,Base,3.0L V6 Turbo,335
Audi,Q7,84957,Automatic,2018,,,2024-11-03 16:34:10.629383,,19240.98,Full,2.0L I4 Turbo,248
Toyota,Highlander,7925,Automatic,2013,Front,,2024-02-23 16:34:10.629401,2024-03-18 16:34:10.629401,10000.0,Luxe,2.5L I4 Hybrid,243
Toyota,Camry,88715,Automatic,1990,,,2024-08-29 16:34:10.629421,2024-09-16 16:34:10.629421,10000.0,Luxe,3.5L V6,301
Mercedes-Benz,GLA,115629,Automatic,2021,,,2024-02-22 16:34:10.629440,,26381.78,Base,2.0L I4 Turbo,221
Toyota,Tacoma,185077,Automatic,1996,Front,Rear,2024-07-07 16:34:10.629463,,10000.0,Luxe,2.7L I4,159
Toyota,Camry,170015,Automatic,2015,,,2024-04-02 16:34:10.629480,2024-05-03 16:34:10.629480,10000.0,Full,2.5L I4,203
Mercedes-Benz,S-Class,110671,Automatic,2023,Rear,,2022-03-01 16:34:10.629503,,95643.08,Luxe,4.0L V8,496
Audi,A8,185108,Automatic,1996,,,2024-10-18 16:34:10.629521,2024-12-14 16:34:10.629521,24233.88,Luxe,4.0L V8,563
Mercedes-Benz,S-Class,161496,Automatic,2022,Side,,2024-01-28 16:34:10.629543,,52567.8,Base,3.0L I6 Turbo,429
Audi,A4,67770,Automatic,1997,Roof,,2022-03-31 16:34:10.629561,,15000.0,Full,2.0L I4 Turbo,261
Toyota,Corolla,31067,Automatic,2000,Front,Side,2023-10-02 16:34:10.629582,,10000.0,Base,2.0L I4,169
Audi,A6,134719,Automatic,2023,,,2024-07-10 16:34:10.629599,2024-09-03 16:34:10.629599,105677.28,Advanced,3.0L V6 Turbo,335
Audi,A8,16554,Automatic,2015,Rear,Front,2023-07-26 16:34:10.629623,2023-08-13 16:34:10.629623,20437.23,Base,3.0L V6 Turbo,335
Audi,Q5,192468,Automatic,2017,,,2022-04-07 16:34:10.629643,2022-04-14 16:34:10.629643,15000.0,Luxe,3.0L V6,349
Audi,A6,111692,Automatic,2009,,,2023-08-24 16:34:10.629665,,16123.53,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,E-Class,163123,Automatic,2021,,,2023-02-01 16:34:10.629683,,35567.72,Advanced,2.0L I4 Turbo,255
Toyota,RAV4,180370,Automatic,2012,,,2024-08-09 16:34:10.629704,2024-10-04 16:34:10.629704,10000.0,Luxe,2.5L I4,203
Audi,Q7,77947,Automatic,2009,Rear,,2023-05-11 16:34:10.629728,2023-06-22 16:34:10.629728,15000.0,Advanced,3.0L V6 Turbo,335
Audi,Q7,185518,Automatic,2023,Rear,,2022-12-30 16:34:10.629751,,93240.54000000001,Full,2.0L I4 Turbo,248
Audi,A6,184364,Automatic,2007,Front,,2022-07-27 16:34:10.629776,2022-09-04 16:34:10.629776,15000.0,Advanced,2.0L I4 Turbo,248
Mercedes-Benz,S-Class,81746,Automatic,2005,,,2024-08-14 16:34:10.629798,,16976.34,Luxe,4.0L V8,496
Audi,Q5,64263,Automatic,2012,,,2023-01-29 16:34:10.629819,2023-03-02 16:34:10.629819,15961.26,Luxe,2.0L I4 Turbo,261
Audi,A8,33569,Automatic,2014,,,2022-06-26 16:34:10.629842,2022-08-17 16:34:10.629842,30385.92,Full,4.0L V8,563
Audi,A6,146250,Automatic,2022,,,2024-07-03 16:34:10.629865,2024-08-13 16:34:10.629865,77134.83,Base,2.0L I4 Turbo,248
Audi,Q7,24488,Automatic,2017,,,2024-03-13 16:34:10.629888,2024-03-20 16:34:10.629888,23360.010000000002,Luxe,3.0L V6 Turbo,335
Audi,Q5,15923,Automatic,2010,,,2023-03-19 16:34:10.629910,,15000.0,Base,3.0L V6,349
Audi,Q5,139933,Automatic,2017,,,2023-10-27 16:34:10.629930,2023-11-27 16:34:10.629930,15000.0,Full,2.0L I4 Turbo,261
Mercedes-Benz,GLA,57301,Manual,2017,,,2023-10-29 16:34:10.629951,2023-12-13 16:34:10.629951,10000.0,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,C-Class,7508,Automatic,2010,,,2022-11-27 16:34:10.629972,,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,GLA,172309,Automatic,2013,Side,,2024-07-27 16:34:10.629998,,10000.0,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,GLC,128770,Automatic,2023,Rear,,2024-03-14 16:34:10.630021,,45010.78,Base,2.0L I4 Turbo,255
Toyota,Corolla,11200,Automatic,1970,Front,,2023-03-25 16:34:10.630042,2023-04-25 16:34:10.630042,10000.0,Full,1.8L I4,139
Mercedes-Benz,S-Class,72978,Automatic,1995,Side,,2022-09-11 16:34:10.630064,2022-10-22 16:34:10.630064,11124.02,Base,4.0L V8,496
Mercedes-Benz,S-Class,48362,Manual,1990,Roof,,2022-06-25 16:34:10.630087,,12439.02,Base,3.0L I6 Turbo,429
Audi,Q5,164601,Automatic,2022,,,2023-05-28 16:34:10.630109,,68215.5,Full,3.0L V6,349
Toyota,Tacoma,155866,Automatic,2000,Side,Front,2023-12-25 16:34:10.630133,2024-01-18 16:34:10.630133,10000.0,Luxe,3.5L V6,278
Audi,A4,161150,Automatic,1994,,,2022-03-01 16:34:10.630155,,15000.0,Advanced,2.0L I4 Turbo,261
Audi,A6,157635,Automatic,2023,,,2024-07-16 16:34:10.630174,,82301.06999999999,Base,3.0L V6 Turbo,335
Audi,A4,165357,Automatic,2022,,,2023-04-10 16:34:10.630195,2023-04-24 16:34:10.630195,52001.520000000004,Base,2.0L I4 Turbo,261
Audi,Q5,170913,Automatic,2018,,,2024-10-24 16:34:10.630218,2024-11-29 16:34:10.630218,15000.0,Advanced,2.0L I4 Turbo,261
Mercedes-Benz,E-Class,17984,Automatic,2017,Front,,2023-03-31 16:34:10.630239,,10000.0,Full,3.0L I6 Turbo,362
Mercedes-Benz,GLC,145077,Automatic,2015,Rear,,2024-02-02 16:34:10.630258,2024-03-04 16:34:10.630258,10000.0,Full,2.0L I4 Turbo,255
Audi,A8,44291,Automatic,1999,Rear,,2022-04-09 16:34:10.630279,,26451.93,Luxe,4.0L V8,563
Toyota,Tacoma,110427,Automatic,1997,,,2022-04-23 16:34:10.630299,,10000.0,Base,3.5L V6,278
Mercedes-Benz,E-Class,109531,Automatic,1993,,,2024-10-15 16:34:10.630318,2024-11-13 16:34:10.630318,10000.0,Advanced,3.0L I6 Turbo,362
Mercedes-Benz,GLA,82233,Automatic,2014,Rear,,2023-08-12 16:34:10.630339,2023-10-06 16:34:10.630339,10000.0,Advanced,2.0L I4 Turbo,221
Toyota,Highlander,137620,Automatic,2023,Roof,,2024-06-01 16:34:10.630361,2024-07-27 16:34:10.630361,43513.42,Luxe,2.5L I4 Hybrid,243
Audi,Q7,158903,Automatic,2005,,,2023-11-18 16:34:10.630384,2024-01-08 16:34:10.630384,15000.0,Advanced,3.0L V6 Turbo,335
Audi,A6,134723,Automatic,2004,Front,,2022-11-18 16:34:10.630406,2022-12-25 16:34:10.630406,15000.0,Base,2.0L I4 Turbo,248
Mercedes-Benz,GLC,75334,Automatic,2021,Roof,,2023-08-08 16:34:10.630432,2023-08-17 16:34:10.630432,29898.76,Base,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,66870,Automatic,2020,,,2023-09-24 16:34:10.630454,2023-11-16 16:34:10.630454,26830.36,Base,3.0L I6 Turbo,362
Mercedes-Benz,C-Class,147177,Automatic,1998,,,2024-08-18 16:34:10.630476,2024-09-12 16:34:10.630476,10000.0,Base,2.0L I4 Turbo,255
Audi,A6,9123,Automatic,2018,Front,,2024-10-04 16:34:10.630499,,15000.0,Advanced,3.0L V6 Turbo,335
Audi,A8,197708,Automatic,2019,,,2022-05-12 16:34:10.630517,,28878.06,Advanced,4.0L V8,563
Mercedes-Benz,GLA,10034,Automatic,2018,,,2024-01-11 16:34:10.630537,,10000.0,Luxe,2.0L I4 Turbo,221
Toyota,Camry,95544,Automatic,1987,,,2023-06-17 16:34:10.630556,2023-07-20 16:34:10.630556,10000.0,Luxe,3.5L V6,301
Mercedes-Benz,C-Class,70527,Automatic,1995,,,2023-02-09 16:34:10.630577,2023-02-27 16:34:10.630577,10000.0,Full,2.0L I4 Turbo,255
Toyota,Tacoma,128509,Automatic,2001,,,2024-10-30 16:34:10.630598,2024-12-11 16:34:10.630598,10000.0,Advanced,3.5L V6,278
Mercedes-Benz,GLA,129804,Automatic,2015,,,2022-09-09 16:34:10.630619,,10000.0,Full,2.0L I4 Turbo,221
Mercedes-Benz,C-Class,161375,Automatic,2014,Front,,2024-04-06 16:34:10.630640,,10000.0,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,188691,Automatic,1972,Side,,2023-01-01 16:34:10.630658,,10401.98,Full,3.0L I6 Turbo,429
Audi,Q5,50056,Automatic,2018,,,2023-06-02 16:34:10.630677,2023-07-30 16:34:10.630677,15000.0,Advanced,3.0L V6,349
Audi,A8,151723,Manual,1994,,,2022-09-23 16:34:10.630698,,17099.37,Base,3.0L V6 Turbo,335
Audi,Q7,178873,Automatic,2019,,,2023-05-21 16:34:10.630718,,25374.21,Luxe,2.0L I4 Turbo,248
Audi,Q5,17127,Automatic,2016,,,2022-11-08 16:34:10.630738,2022-11-23 16:34:10.630738,15578.16,Advanced,3.0L V6,349
Toyota,Camry,44093,Automatic,1983,Rear,,2024-09-27 16:34:10.630761,2024-11-02 16:34:10.630761,10000.0,Base,3.5L V6,301
Mercedes-Benz,S-Class,190914,Automatic,1972,,,2024-10-09 16:34:10.630782,2024-11-17 16:34:10.630782,12711.22,Full,3.0L I6 Turbo,429
Mercedes-Benz,GLC,5132,Automatic,2018,,,2022-03-29 16:34:10.630803,,11115.9,Luxe,2.0L I4 Turbo,255
Toyota,Highlander,193795,Automatic,2017,Rear,,2022-12-20 16:34:10.630825,2023-02-08 16:34:10.630825,10000.0,Base,3.5L V6,295
Audi,A8,153108,Automatic,2001,Front,,2022-07-03 16:34:10.630847,,15000.0,Advanced,3.0L V6 Turbo,335
Toyota,Corolla,39829,Automatic,1988,,,2023-01-19 16:34:10.630866,2023-02-04 16:34:10.630866,10000.0,Base,2.0L I4,169
Toyota,Corolla,94201,Automatic,1992,,,2022-12-08 16:34:10.630887,,10000.0,Base,1.8L I4,139
Audi,Q7,193880,Automatic,2021,Front,,2024-02-12 16:34:10.630913,2024-02-18 16:34:10.630913,54906.0,Full,2.0L I4 Turbo,248
Toyota,Camry,196042,Automatic,2013,,,2023-01-18 16:34:10.630935,2023-02-12 16:34:10.630935,10000.0,Full,2.5L I4,203
Toyota,Camry,86328,Automatic,2005,,,2024-04-03 16:34:10.630957,,10000.0,Luxe,2.5L I4,203
Audi,A8,185481,Automatic,2005,,,2023-08-11 16:34:10.630975,2023-09-14 16:34:10.630975,22147.800000000003,Full,3.0L V6 Turbo,335
Audi,A8,133034,Automatic,2016,,,2023-06-03 16:34:10.631021,,20719.079999999998,Base,3.0L V6 Turbo,335
Audi,Q7,129185,Automatic,2019,Side,,2024-02-18 16:34:10.631042,,17835.449999999997,Base,2.0L I4 Turbo,248
Toyota,Tacoma,7823,Automatic,2002,,,2024-01-30 16:34:10.631184,2024-02-25 16:34:10.631184,10000.0,Base,2.7L I4,159
Audi,A8,97760,Automatic,2023,,,2022-08-24 16:34:10.631212,2022-10-18 16:34:10.631212,180653.97,Base,3.0L V6 Turbo,335
Toyota,Corolla,192764,Automatic,1997,Rear,,2024-05-11 16:34:10.631235,,10000.0,Luxe,1.8L I4,139
Toyota,Highlander,125563,Automatic,2007,,,2023-05-13 16:34:10.631252,2023-06-26 16:34:10.631252,10000.0,Base,2.5L I4 Hybrid,243
Mercedes-Benz,GLA,108795,Automatic,2022,Front,,2023-01-31 16:34:10.631271,,32847.74,Full,2.0L I4 Turbo,221
Audi,A6,14834,Automatic,2014,,,2022-08-12 16:34:10.631290,2022-08-25 16:34:10.631290,16192.380000000001,Base,2.0L I4 Turbo,248
Mercedes-Benz,E-Class,77562,Automatic,2012,,,2022-03-28 16:34:10.631311,2022-05-23 16:34:10.631311,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,GLC,139905,Automatic,2017,,,2024-05-18 16:34:10.631329,2024-07-01 16:34:10.631329,10000.0,Base,2.0L I4 Turbo,255
Audi,Q5,187435,Automatic,2019,,,2024-02-16 16:34:10.631348,2024-03-18 16:34:10.631348,15962.79,Advanced,3.0L V6,349
Mercedes-Benz,C-Class,73686,Automatic,1997,Rear,,2024-03-09 16:34:10.631367,,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,35611,Automatic,1997,,,2023-01-08 16:34:10.631383,,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,GLA,66908,Automatic,2016,,,2024-08-15 16:34:10.631399,2024-08-29 16:34:10.631399,10000.0,Base,2.0L I4 Turbo,221
Toyota,Camry,189632,Automatic,2014,,,2022-04-14 16:34:10.631417,2022-04-20 16:34:10.631417,10000.0,Advanced,3.5L V6,301
Audi,A6,137604,Automatic,2009,,,2024-04-29 16:34:10.631436,2024-06-18 16:34:10.631436,15000.0,Advanced,2.0L I4 Turbo,248
Mercedes-Benz,S-Class,38183,Automatic,2023,,,2022-05-07 16:34:10.631455,2022-06-18 16:34:10.631455,126842.62,Advanced,3.0L I6 Turbo,429
Toyota,RAV4,65506,Automatic,2010,Front,,2024-06-24 16:34:10.631474,2024-08-07 16:34:10.631474,10000.0,Base,2.5L I4,203
Mercedes-Benz,GLA,135129,Automatic,2014,Front,,2022-10-24 16:34:10.631493,2022-11-27 16:34:10.631493,10000.0,Base,2.0L I4 Turbo,221
Audi,Q5,140460,Automatic,2016,,,2022-05-16 16:34:10.631511,,15000.0,Advanced,3.0L V6,349
Mercedes-Benz,S-Class,198348,Automatic,2000,Roof,,2023-12-10 16:34:10.631527,2023-12-25 16:34:10.631527,10000.0,Base,4.0L V8,496
Audi,Q5,50076,Automatic,2017,,,2022-05-01 16:34:10.631545,2022-06-20 16:34:10.631545,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,Corolla,86201,Automatic,1978,,,2022-11-17 16:34:10.631562,2023-01-07 16:34:10.631562,10000.0,Advanced,2.0L I4,169
Toyota,Camry,109166,Automatic,2009,,,2024-05-30 16:34:10.631580,,10000.0,Luxe,2.5L I4,203
Mercedes-Benz,E-Class,104541,Automatic,2003,,,2023-10-06 16:34:10.631596,,10000.0,Base,2.0L I4 Turbo,255
Toyota,Highlander,137592,Automatic,2023,,,2022-05-17 16:34:10.631612,,52126.84,Full,3.5L V6,295
Audi,A8,66086,Automatic,2017,,,2023-06-12 16:34:10.631631,2023-07-25 16:34:10.631631,22332.18,Base,3.0L V6 Turbo,335
Toyota,Camry,144322,Automatic,2007,,,2023-09-09 16:34:10.631653,2023-09-11 16:34:10.631653,10000.0,Base,2.5L I4,203
Toyota,Camry,106302,Automatic,1995,Side,,2023-09-08 16:34:10.631674,2023-10-30 16:34:10.631674,10000.0,Advanced,2.5L I4,203
Toyota,Tacoma,199804,Automatic,2018,,,2022-06-18 16:34:10.631695,,10000.0,Base,3.5L V6,278
Mercedes-Benz,GLA,119370,Automatic,2022,Side,,2023-02-02 16:34:10.631713,2023-03-04 16:34:10.631713,37547.68,Luxe,2.0L I4 Turbo,221
Audi,Q7,127100,Automatic,2016,,,2024-02-21 16:34:10.631736,,18051.510000000002,Full,3.0L V6 Turbo,335
Mercedes-Benz,E-Class,33442,Automatic,2016,,,2024-10-27 16:34:10.631756,2024-11-25 16:34:10.631756,11692.5,Full,3.0L I6 Turbo,362
Toyota,RAV4,92837,Automatic,2005,,,2022-03-11 16:34:10.631778,2022-04-17 16:34:10.631778,10000.0,Luxe,2.5L I4,203
Audi,Q5,75477,Automatic,2016,,,2022-12-20 16:34:10.631800,,15000.0,Base,2.0L I4 Turbo,261
Toyota,Corolla,119330,Automatic,1975,,,2022-08-17 16:34:10.631819,2022-08-29 16:34:10.631819,10000.0,Full,1.8L I4,139
Mercedes-Benz,S-Class,125214,Automatic,1982,Rear,,2023-10-15 16:34:10.631844,2023-12-04 16:34:10.631844,11582.62,Full,3.0L I6 Turbo,429
Toyota,Camry,26526,Automatic,1999,,,2024-02-19 16:34:10.631866,,10000.0,Luxe,3.5L V6,301
Mercedes-Benz,C-Class,142893,Automatic,2023,,,2024-08-13 16:34:10.631885,2024-08-19 16:34:10.631885,55711.52,Full,2.0L I4 Turbo,255
Toyota,RAV4,91351,Automatic,2015,Front,,2023-05-19 16:34:10.631911,2023-06-12 16:34:10.631911,10000.0,Base,2.5L I4,203
Toyota,RAV4,63610,Automatic,2002,,,2023-07-02 16:34:10.631938,,10000.0,Advanced,2.5L I4,203
Toyota,Camry,189226,Automatic,2020,,,2023-06-18 16:34:10.631956,,13013.3,Luxe,2.5L I4,203
Toyota,Tacoma,86018,Automatic,2007,Front,,2024-10-18 16:34:10.631976,2024-10-30 16:34:10.631976,10000.0,Luxe,3.5L V6,278
Audi,A4,52237,Automatic,2020,,,2022-05-27 16:34:10.631997,2022-07-15 16:34:10.631997,38293.350000000006,Advanced,2.0L I4 Turbo,261
Mercedes-Benz,GLA,146570,Manual,2021,,,2024-10-30 16:34:10.632020,2024-11-07 16:34:10.632020,29493.26,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,E-Class,147611,Automatic,2009,Rear,Front,2024-07-21 16:34:10.632046,,10000.0,Base,2.0L I4 Turbo,255
Toyota,Camry,111188,Automatic,2010,,,2023-01-07 16:34:10.632065,2023-02-18 16:34:10.632065,10000.0,Advanced,3.5L V6,301
Audi,A6,104700,Automatic,2023,,,2024-09-21 16:34:10.632086,2024-10-21 16:34:10.632086,125971.11000000002,Luxe,2.0L I4 Turbo,248
Audi,Q5,189233,Automatic,2018,Roof,,2023-12-18 16:34:10.632115,,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,Tacoma,172757,Automatic,2021,,,2023-12-28 16:34:10.632135,,21346.28,Base,3.5L V6,278
Audi,A4,146353,Automatic,1997,,,2023-06-11 16:34:10.632155,,15000.0,Full,2.0L I4 Turbo,261
Mercedes-Benz,E-Class,57494,Automatic,2008,,,2022-03-22 16:34:10.632174,2022-05-06 16:34:10.632174,10000.0,Base,2.0L I4 Turbo,255
Toyota,Tacoma,50017,Automatic,2016,,,2023-04-07 16:34:10.632197,2023-06-02 16:34:10.632197,10000.0,Advanced,2.7L I4,159
Mercedes-Benz,E-Class,33278,Automatic,2007,Rear,,2022-06-24 16:34:10.632221,2022-07-21 16:34:10.632221,10000.0,Base,3.0L I6 Turbo,362
Mercedes-Benz,E-Class,14745,Automatic,2003,,,2024-01-14 16:34:10.632242,2024-02-15 16:34:10.632242,10266.36,Base,3.0L I6 Turbo,362
Audi,A6,86317,Automatic,2018,,,2023-04-14 16:34:10.632265,2023-05-16 16:34:10.632265,15427.380000000001,Advanced,2.0L I4 Turbo,248
Audi,Q7,102454,Automatic,2005,,,2022-09-16 16:34:10.632289,,15000.0,Base,2.0L I4 Turbo,248
Mercedes-Benz,GLA,102346,Automatic,2019,,,2023-02-03 16:34:10.632310,2023-03-11 16:34:10.632310,10074.02,Full,2.0L I4 Turbo,221
Audi,Q5,40529,Automatic,2020,,,2023-03-03 16:34:10.632333,,43527.18,Base,3.0L V6,349
Mercedes-Benz,E-Class,153247,Automatic,2004,,,2023-09-11 16:34:10.632353,,10000.0,Full,2.0L I4 Turbo,255
Toyota,Corolla,156947,Automatic,1993,,,2023-05-07 16:34:10.632374,,10000.0,Luxe,2.0L I4,169
Toyota,Highlander,28074,Automatic,2003,,,2022-05-06 16:34:10.632392,,10000.0,Advanced,2.5L I4 Hybrid,243
Mercedes-Benz,C-Class,70161,Automatic,2012,,,2023-01-08 16:34:10.632413,2023-03-08 16:34:10.632413,10000.0,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,GLC,171143,Automatic,2015,,,2023-11-20 16:34:10.632436,2023-11-28 16:34:10.632436,10000.0,Advanced,2.0L I4 Turbo,255
Audi,A4,100851,Automatic,2003,,,2023-02-20 16:34:10.632459,2023-03-21 16:34:10.632459,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,RAV4,34297,Automatic,2001,,,2022-09-23 16:34:10.632481,2022-10-31 16:34:10.632481,10000.0,Full,2.5L I4,203
Audi,Q7,117537,Automatic,2009,,,2022-09-26 16:34:10.632503,2022-11-20 16:34:10.632503,15000.0,Base,2.0L I4 Turbo,248
Toyota,Camry,10008,Automatic,1982,,,2023-06-13 16:34:10.632524,2023-06-16 16:34:10.632524,10000.0,Full,3.5L V6,301
Mercedes-Benz,E-Class,62522,Automatic,2011,,,2024-06-18 16:34:10.632546,,11123.8,Luxe,2.0L I4 Turbo,255
Audi,Q7,75759,Automatic,2021,Roof,,2023-02-19 16:34:10.632593,2023-03-28 16:34:10.632593,57982.31999999999,Base,2.0L I4 Turbo,248
Toyota,RAV4,187747,Automatic,2004,Roof,,2024-05-13 16:34:10.632617,,10000.0,Advanced,2.5L I4,203
Toyota,Camry,199003,Automatic,1983,,,2024-09-14 16:34:10.632636,2024-11-11 16:34:10.632636,10000.0,Luxe,2.5L I4,203
Toyota,RAV4,145816,Automatic,2016,,,2022-11-09 16:34:10.632657,,10000.0,Advanced,2.5L I4,203
Mercedes-Benz,E-Class,100537,Automatic,2006,,,2024-02-08 16:34:10.632676,2024-03-25 16:34:10.632676,10000.0,Advanced,3.0L I6 Turbo,362
Toyota,Tacoma,199124,Automatic,1996,Roof,,2022-02-22 16:34:10.632702,,10000.0,Luxe,3.5L V6,278
Audi,A8,99447,Automatic,2011,,,2022-07-31 16:34:10.632720,,29661.36,Luxe,4.0L V8,563
Mercedes-Benz,C-Class,89345,Automatic,2019,,,2022-05-01 16:34:10.632743,2022-05-21 16:34:10.632743,11646.14,Advanced,2.0L I4 Turbo,255
Audi,A8,39706,Automatic,2001,,,2023-05-23 16:34:10.632765,,34366.979999999996,Luxe,3.0L V6 Turbo,335
